club,coach,coach_full,coach_id,start_date,end_date,n_partidos,torneos,analizable,banderas
"Atlante","Miguel Ernesto Herrera Aguirre","Miguel Ernesto Herrera Aguirre","3012","2026-07-17","2026-09-12","8","A2026","0","PRIMERA_DE_VENTANA;CORTA"
