club,match_id,match_date,era,era_start,era_end,coach_real,coach_id_real,dirigio_la_era
"América","3799462","2021-07-23","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3799390","2021-08-01","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3799481","2021-08-08","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3799452","2021-08-16","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3799416","2021-08-19","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3799417","2021-08-22","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3799449","2021-08-29","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3799357","2021-09-12","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3799493","2021-09-19","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3799455","2021-09-26","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3799448","2021-09-29","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3799402","2021-10-03","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3799411","2021-10-17","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3799444","2021-10-20","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3799494","2021-10-24","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3799429","2021-10-31","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3799489","2021-11-07","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3816758","2022-01-08","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3816668","2022-01-23","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3816805","2022-02-06","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3816717","2022-02-13","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3816664","2022-02-17","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3816749","2022-02-20","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3816746","2022-02-27","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3816752","2022-03-02","Santiago Solari","2021-07-23","2022-03-02","Santiago Hernán Solari Poggio","25","1"
"América","3816798","2022-03-06","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3816768","2022-03-13","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3816769","2022-03-20","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3816681","2022-04-03","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3816737","2022-04-10","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3816809","2022-04-16","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3816673","2022-04-21","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3816810","2022-04-24","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3816730","2022-05-01","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3835105","2022-07-03","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3835114","2022-07-10","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3835119","2022-07-14","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3835133","2022-07-24","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3835152","2022-08-01","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3835162","2022-08-08","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3835169","2022-08-14","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3835177","2022-08-18","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3835187","2022-08-21","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3835191","2022-08-24","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3835198","2022-08-27","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3835213","2022-09-04","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3835218","2022-09-07","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3835225","2022-09-11","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3835234","2022-09-15","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3835237","2022-09-18","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3835245","2022-10-01","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3870379","2023-01-07","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3870389","2023-01-15","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3870395","2023-01-22","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3870409","2023-01-29","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3870416","2023-02-05","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3870426","2023-02-11","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3870431","2023-02-15","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3870443","2023-02-20","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3870451","2023-02-26","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3870462","2023-03-05","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3870470","2023-03-12","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3870479","2023-03-19","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3870489","2023-04-02","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3870495","2023-04-09","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3870504","2023-04-16","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3870516","2023-04-23","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3870520","2023-04-29","Fernando Ortiz","2022-03-06","2023-04-29","Fernando Ortiz","1001173","1"
"América","3889637","2023-07-01","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3889660","2023-07-16","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3889669","2023-08-21","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3889681","2023-08-24","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3889685","2023-08-27","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3889699","2023-09-03","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3889702","2023-09-17","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3889653","2023-09-21","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3889715","2023-09-24","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3889725","2023-10-01","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3889728","2023-10-04","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3889732","2023-10-07","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3889744","2023-10-22","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3889758","2023-10-29","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3889769","2023-11-02","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3889775","2023-11-05","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3889786","2023-11-12","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3918957","2024-01-14","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3919103","2024-01-21","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3918969","2024-01-25","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3918974","2024-01-28","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3918991","2024-02-04","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3919001","2024-02-11","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3919008","2024-02-18","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3919016","2024-02-22","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3919022","2024-02-25","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3919036","2024-03-03","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3919045","2024-03-10","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3919055","2024-03-17","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3919062","2024-03-30","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3919069","2024-04-07","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3919081","2024-04-14","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3919088","2024-04-21","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3919094","2024-04-27","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3939819","2024-07-06","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3939825","2024-07-13","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3939841","2024-07-18","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3939848","2024-07-21","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3939859","2024-08-25","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3939867","2024-09-01","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3939876","2024-09-15","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3939883","2024-09-18","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3939892","2024-09-22","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3939905","2024-09-30","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3939911","2024-10-06","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3939923","2024-10-20","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3939933","2024-10-24","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3939941","2024-10-28","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3939943","2024-11-02","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3939959","2024-11-07","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3939915","2024-11-10","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3972016","2025-01-11","Andre Jardine","2023-07-01","2026-04-26","Diego Alberto Cervantes Chávez","1006259","0"
"América","3972023","2025-01-17","Andre Jardine","2023-07-01","2026-04-26","Diego Alberto Cervantes Chávez","1006259","0"
"América","3972039","2025-01-26","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3972043","2025-01-29","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3972053","2025-02-01","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3972062","2025-02-08","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3972074","2025-02-15","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3972080","2025-02-20","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3972087","2025-02-23","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3972100","2025-03-01","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3972111","2025-03-09","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3972118","2025-03-16","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3972127","2025-03-30","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3972136","2025-04-05","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3972145","2025-04-13","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3972155","2025-04-17","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","3972162","2025-04-19","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4004042","2025-07-12","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4004049","2025-07-17","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4004065","2025-07-27","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4004068","2025-08-10","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4004081","2025-08-17","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4004093","2025-08-25","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4004100","2025-08-31","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4004103","2025-09-14","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4004119","2025-09-21","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4004130","2025-09-25","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4004135","2025-09-28","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4004146","2025-10-05","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4004153","2025-10-19","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4004158","2025-10-22","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4004168","2025-10-25","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4004181","2025-11-02","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4004190","2025-11-09","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4038803","2026-01-10","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4038818","2026-01-15","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4038827","2026-01-19","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4038834","2026-01-31","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4038841","2026-02-08","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4038852","2026-02-15","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4038856","2026-02-21","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4038871","2026-03-01","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4038878","2026-03-05","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4038888","2026-03-07","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4038898","2026-03-16","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4038904","2026-03-22","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4038915","2026-04-05","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4038920","2026-04-12","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4038931","2026-04-19","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4038936","2026-04-22","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"América","4038946","2026-04-26","Andre Jardine","2023-07-01","2026-04-26","André Soares Jardine","1000116","1"
"Atlas","3799382","2021-07-25","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3799431","2021-08-01","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3799464","2021-08-10","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3799452","2021-08-16","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3799372","2021-08-19","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3799378","2021-08-21","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3799409","2021-08-29","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3799423","2021-09-11","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3799368","2021-09-18","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3799401","2021-09-25","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3799436","2021-09-29","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3799391","2021-10-03","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3799425","2021-10-16","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3799404","2021-10-20","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3799406","2021-10-25","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3799413","2021-10-29","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3799465","2021-11-05","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3816675","2022-01-15","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3816771","2022-01-20","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3816668","2022-01-23","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3816690","2022-02-07","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3816802","2022-02-12","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3816787","2022-02-21","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3816715","2022-02-26","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3816766","2022-03-03","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3816814","2022-03-05","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3816699","2022-03-12","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3816733","2022-03-21","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3816786","2022-04-02","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3816705","2022-04-08","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3816676","2022-04-15","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3816775","2022-04-21","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3816671","2022-04-24","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3816704","2022-05-01","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3835105","2022-07-03","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3835115","2022-07-10","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3835123","2022-07-16","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3835134","2022-07-24","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3835137","2022-07-27","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3835153","2022-08-01","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3835156","2022-08-05","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3835170","2022-08-14","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3835175","2022-08-17","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3835188","2022-08-21","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3835195","2022-08-26","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3835205","2022-08-29","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3835212","2022-09-04","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3835221","2022-09-08","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3835231","2022-09-11","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3835238","2022-09-18","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3835248","2022-10-02","Diego Cocca I","2021-07-25","2022-10-02","Diego Martín Cocca Pera","2819","1"
"Atlas","3870384","2023-01-13","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3870401","2023-01-22","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3870402","2023-01-27","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3870377","2023-02-02","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3870415","2023-02-05","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3870420","2023-02-10","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3870440","2023-02-19","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3870445","2023-02-23","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3870451","2023-02-26","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3870456","2023-03-04","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3870468","2023-03-11","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3870475","2023-03-18","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3870485","2023-04-02","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3870500","2023-04-10","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3870505","2023-04-15","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3870512","2023-04-22","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3870525","2023-04-30","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3889640","2023-07-02","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3889650","2023-07-10","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3889655","2023-07-14","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3889669","2023-08-21","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3889686","2023-08-26","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3889678","2023-08-31","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3889692","2023-09-04","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3889706","2023-09-18","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3889710","2023-09-23","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3889718","2023-09-29","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3889734","2023-10-08","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
"Atlas","3889741","2023-10-21","Benjamin Mora","2023-01-13","2023-10-30","Benjamín Mora Mendívil","1002630","1"
