club,start_date,end_date,coach_id,coach,nota
"Mazatlán","2022-03-13","2022-03-13","","Christian Ramirez","Interino tras el cese de Benat San Jose el 2022-03-02 (J8 C2022). El API asigna el partido 3816688 a San Jose. Prensa: Mediotiempo, 2022-03-03."
